formerly,Family,2014 Checklist Species,Authority,FOODPLANT,1,2,3,4,5,6,7,8,9,10,11,12,gen,HABIT,Notes,Cameron synonym,NOTES,forum members,"Cameron larvae vol,pl.-fig. ",Species with larvae illustrated in Vollenhoven,Voll. no.,V.H.Chambers Notebooks,KJGrearson,Quinlan,Zahradnik,Chinery,Carter & H.,Redfern & Shirley,D.R.Smith,Denbighs,Derbys,Chesh.,Lancs.,web link,,,
,Tenthredinidae,Nematus (Pteronidea) melanocephalus,"Hartig,1837",Populus spp. (Poplars),,,,,,,,,,,,,,,,,,,,Nematus perspicillarisKlug nec Ratz.,V074,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) melanocephalus,"Hartig,1837","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,Nematus perspicillarisKlug nec Ratz.,V074,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) melanocephalus,"Hartig,1837",Ulmus spp. (Elms),,,,,,,,,,,,,,,,,,,,Nematus perspicillarisKlug nec Ratz.,V074,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) miliaris,"(Panzer,1797)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,gregarious,,,,,,"Nematus trimaculatus, Voll.",V052,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) monticola,"Thomson,1871",unknown,,,,,,,,,,,,,,,,,scarce,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) myosotidis,"(Fabricius,1804)",Onobrychis viciifolia (Sainfoin),,,,,,,,,,,,,,,,Nematus myosotidis,,,"2,8-5",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) myosotidis,"(Fabricius,1804)",Trifolium spp. (Clovers),,,,,,,,,,,,,,,,Nematus myosotidis,,,"2,8-5",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) nigricornis,"Serville,1823",Populus spp. (Poplars),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) nigricornis,"Serville,1823","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) oligospilus,"Förster,1854","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,"N. miliarisnec Pzr., salicivorus,sylvestris",,,"1,6-10, 7-8. 2,8-7&8 2,10-5",,,,KJG,,,,,,,,,58,[59/60],,,,
"Nematus melanaspis Hartig, 1840",Tenthredinidae,Nematus (Pteronidea) papillosus,"(Retzius,1783)",Betula spp. (Birches),,,,,,,,,,,,,,gregarious,,Nematus lacteus,,,"1,6-8",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) papillosus,"(Retzius,1783)",Populus spp. (Poplars),,,,,,,,,,,,,,gregarious,,Nematus lacteus,,,"1,6-8",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) papillosus,"(Retzius,1783)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,gregarious,,Nematus lacteus,,,"1,6-8",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) pavidus,"Serville,1823",Alnus spp. (Alders),,,,,,,,,,,,,,,,Nematus (Pteronidea) pavidus,,R.S.Dunlop,"2,10-1","Nematus wttewaalli,Voll.",V053,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) pavidus,"Serville,1823",Populus spp. (Poplars),,,,,,,,,,,,,,,,Nematus (Pteronidea) pavidus,,R.S.Dunlop,"2,10-1","Nematus wttewaalli,Voll.",V053,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) pavidus,"Serville,1823","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus (Pteronidea) pavidus,,R.S.Dunlop,"2,10-1","Nematus wttewaalli,Voll.",V053,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) poecilonotus,"Zaddach,1876",Betula spp. (Birches),,,,,,,,,,,,,,,,Nematus palliatusin part,,,"1,4 -13,6-6",,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Nematus (Pteronidea) reticulatus,"Holmgren,1883","Vaccinium spp. (Bilberry, Cowberry)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,
,Tenthredinidae,Nematus (Pteronidea) salicis,"(Linnaeus,1758)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus salicis,,D.Evans,"1,7-9",Nematus salicisL.,V048,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) spiraeae,"Zaddach,1883",Aruncus dioicus (ornamental Goat's Beard),,,,,,,,,,,,,,,,,,,,Pteronus spiraeae Zdd,V048a,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) stichi,"(Enslin,1913)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) sylvestris,"Cameron,1884",Salix pentandra (Bay Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) tibialis,"Newman,1837",Robinia pseudacaia (False Acacia),,,,,,,,,,,,,,,,,,,,"Nematus hortensis, Hart.",V056,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) umbratus,"Thomson,1871",Alnus spp. (Alders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) umbratus,"Thomson,1871",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) umbratus,"Thomson,1871",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) umbratus,"Thomson,1871",Ulmus spp. (Elms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) viridis,"Stephens,1835",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,Nematus virescens Hart.,V072,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) viridissimus,"Möller,1882",Alnus spp. (Alders),,,,,,,,,,,,,,,,Nematus glutinosae ,,,"1,7-10??",,,,KJG,,,,,,,,,[58],,,,,
Dulophanes morio,Tenthredinidae,Nesoselandria morio,"(Fabricius,1781)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
Pachynematus albipennis,Tenthredinidae,Pachynematus albipennis,"(Hartig,1837)","Polygonum (Bistorts, Knotgrasses)",,,,,,,,,,,,,,"leaf roll, underside",,,,,,,,,,,,,,,,,,[58],,,,,
Polynematus annulatus,Tenthredinidae,Pachynematus annulatus,"(Gimmerthal,1834)","Rumex  spp. (Docks, Sorrels)",,,,,,,,,,,,,,,, Nematus flavipennis,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachynematus calcicola,"Benson,1948",unstated,,,,,,,,,,,,,,,,,limestone grassland,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus clibrichellus,"(Cameron,1882)",Carex spp. (Sedges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus clitellatus,"(Serville,1823)",Carex spp. (Sedges),,,,,,,,,,,,,,,,"Nematus capreae, Pz 1799",,,"1,3-2",,,,,,,,,,,,57,[58],[59/60],,,,
,Tenthredinidae,Pachynematus clitellatus,"(Serville,1823)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,"Nematus capreae, Pz 1799",,,"1,3-2",,,,,,,,,,,,57,[58],[59/60],,,,
,Tenthredinidae,Pachynematus clitellatus,"(Serville,1823)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amauronematus fallax,Tenthredinidae,Pachynematus fallax,"(Serville,1823)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus fallax,,,"1,4-9",,,,,,,,,,,50,,[58],[59/60],,,,
Pachynematus virginalis,Tenthredinidae,Pachynematus fallax,"(Serville,1823)",unstated,,,,,,,,,,,,,,,,,scarce,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus glabriceps,"Lindqvist,1949",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larinematus imperfectus,Tenthredinidae,Pachynematus imperfectus,"(Zaddach,1876)",Pinacea: Larix spp. (Larch),,,,,,,,,,,,,,,,,Larix decidua,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Pachynematus lichtwardti,"Konow,1903",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachynematus moerens,"(Förster,1854)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
Epicenematus montanus,Tenthredinidae,Pachynematus montanus,"(Zaddach,1883)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus montanus,"(Zaddach,1883)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus obductus,"(Hartig,1837)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Nematus conductus Ruthe nec obductus in Camron,,,"1,4-8",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachynematus obductus,"(Hartig,1837)",Poaceae: Festuca spp. (Fescues),,,,,,,,,,,,,,,,Nematus conductus Ruthe nec obductus in Camron,,,"1,4-8",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachynematus obductus,"(Hartig,1837)",Poaceae: Poa (Meadow Grasses),,,,,,,,,,,,,,,,Nematus conductus Ruthe nec obductus in Camron,,,"1,4-8",,,,,,,,,,,,,[58],[59/60],,,,
Pachynematus scutellatus,Tenthredinidae,Pachynematus scutellatus,"(Hartig,1837)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus scutellatus,"(Hartig,1837)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus smithae,"Ross,1945",unstated,,,,,,,,,,,,,,,,,only one adult Brit. High mtns Europe,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachynematus vagus,"(Fabricius,1781)",Carex spp. (Sedges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachynematus vagus,"(Fabricius,1781)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pachyprotasis antennata,"(Klug,1817)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Pachyprotasis antennata,"(Klug,1817)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Pachyprotasis nigronotata,"Kriechbaumer,1874",Alchemilla spp.(Lady's Mantle),,,,,,,,,,,,,,,,,only one adult taken in Brit. 1941,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis nigronotata,"Kriechbaumer,1874",Geum spp. (Avens),,,,,,,,,,,,,,,,,only one adult taken in Brit. 1941,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis nigronotata,"Kriechbaumer,1874",Mentha spp. (mints),,,,,,,,,,,,,,,,,only one adult taken in Brit. 1941,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis nigronotata,"Kriechbaumer,1874",Plantago spp. (Plantains),,,,,,,,,,,,,,,,,only one adult taken in Brit. 1941,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis rapae,"(Linnaeus,1767)",Betonica officinalis (Betony),,,,,,,,,,,,,,,,Pachyprotasis rapae,,,"1,6-1",,,,KJG,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Pachyprotasis rapae,"(Linnaeus,1767)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,Pachyprotasis rapae,,,"1,6-1",,,,KJG,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Pachyprotasis rapae,"(Linnaeus,1767)",Scrophularia spp. (Figworts),,,,,,,,,,,,,,,,Pachyprotasis rapae,,,"1,6-1",,,,KJG,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Pachyprotasis rapae,"(Linnaeus,1767)",Solidago (Golden-Rod),,,,,,,,,,,,,,,,Pachyprotasis rapae,,,"1,6-1",,,,KJG,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Pachyprotasis simulans,"(Klug,1817)",Scrophularia spp. (Figworts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis simulans,"(Klug,1817)",Senecio spp. (Ragworts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis simulans,"(Klug,1817)",Solidago (Golden-Rod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pachyprotasis variegata,"(Fallén,1808)",Solanum tuberosum (Potato),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Paracharactus gracilicornis,"(Zaddach,1859)",Adoxa moschatellina (Moschatel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pareophora pruni,"(Linnaeus,1758)",Prunus spinosa (Blackthorn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Parna tenella,"(KIug,1816)",Tilia cordata (Small-leaved Lime),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Parna tenella,"(KIug,1816)",Tilia platyphyllos (Large-leaved Lime),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Periclista albida,"(Klug,1816)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,Blennocampa melanocephalus,,,"1,7-4",Selandria melanocephala Fabr.,V131,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Periclista lineolata,"(Klug,1816)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,,Harry Davis photo on disc,H.Davies,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Periclista pubescens,"(Zaddach,1859)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,,,N.Huebner,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Perineura rubi,"(Panzer,1803)","Rubus spp. (Brambles, Raspberry, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Phyllocolpa acutiserra,"(Lindqvist,1949)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,gall resembling P. pedunculi,,,one from gall on Rhum,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa anglica,"(Cameron,1877",Salix viminalis (Common Osier),,,,,,,,,,,,,,,,Nematus nigrolineatus,,,"1,7-11 2,11-7",,,,,,,,,,,,,,,,,,
Phyllocolpa excavata,Tenthredinidae,Phyllocolpa carinifrons,"(Benson,1940)",Salix pentandra (Bay Willow),,,,,,,,,,,,,,rolled leaf edge,,,,,,,,,,,,,,,,,,,,,,,
Phyllocolpa coriacea,Tenthredinidae,Phyllocolpa leucapsis,"(Tischbein,1846)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa leucapsis,"(Tischbein,1846)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,rolled leaf edge,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa leucosticta,"(Hartig,1837)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,rolled leaf edge,,Nematus leucostictus,,I.F.Smith,"1,5-3",Nematus crassulusDahlb.; N. leucostictus Hart.,V064,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Phyllocolpa oblita,"(Serville,1823)",Salix alba (White Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa oblita,"(Serville,1823)",Salix fragilis (Crack Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa oblita,"(Serville,1823)",Salix triandra (Almond Willow),,,,,,,,,,,,,,rolled leaf edge,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phyllocolpa piliserra,"(Thomson,1863)",Salix viminalis (Common Osier),,,,,,,,,,,,,,rolled leaf edge,,Nematus xanthogaster,,,"2,9-8",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Phyllocolpa scotaspis,"(Förster,1854)",Salix viminalis (Common Osier),,,,,,,,,,,,,,rolled leaf edge,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Phymatocera aterrima,"(Klug,1816)",Polygonatum multiflorum (Solomon's Seal),,,,,,,,,,,,,,,,,,B. Smart,,Phymatocera aterrima,V162,,KJG,,p57-1,,p199-5,,,,,58,[59/60],,,,
,Tenthredinidae,Phymatocera aterrima,"(Klug,1816)",Polygonatum x hybridum (garden Solomon's Seal),,,,,,,,,,,,,,,,,,B. Smart,,Phymatocera aterrima,V162,,KJG,,p57-1,,p199-5,,,,,58,[59/60],,,,
,Tenthredinidae,Platycampus luridiventris,"(Fallén,1808)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Camponiscus  luridiventris,,M.Boddington,"1,4-2",Nematus luridiventris Fall. N. hypogastricus Hart.,V035,,KJG,,,,,,,,,58,,,,,
Phyllocolpa  tuberculata,Tenthredinidae,Pontania anomaloptera,"(Förster,1854)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,?,,,,,,,,,,,,,,438,,,,,,,,,
Pontania algida,Tenthredinidae,Pontania aquilonis,"Benson,1941",Salix herbacea (Dwarf Willow),,,,,,,,,,,,,,gall,,,,,,,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania arbusculae,"Benson,1941",Salix arbuscula (Mountain Willow),,,,,,,,,,,,,,gall,,,,,,,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania arcticornis,"Konow,1904",Salix nigricans (Dark-leaved Willow),,,,,,,,,,,,,,"gall, under midrib",,,,,,,,,,,,,,438,,,,,,,,,
,Tenthredinidae,Pontania arcticornis,"Konow,1904",Salix phylicifolia (Tea-leaved Willow),,,,,,,,,,,,,,"gall, under midrib",,,,,,,,,,,,,,438,,,,,,,,,
,Tenthredinidae,Pontania bridgmanii,"(Cameron,1883)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,"gall,dk green,hairy",,Nematus bridgmanii,,,"2,9-1",,,,,,,,,440,,,,58,,,,,
,Tenthredinidae,Pontania collactanea,"(Förster,1854)",Salix repens (Creeping Willow),,,,,,,,,,,,,,"gall, underside, by rib",,,,,,,,,,,,,,,,,,,[59/60],,,,
Pontania lapponica,Tenthredinidae,Pontania crassipes,"(Thomson,1871)",Salix lapponum (Downy Willow),,,,,,,,,,,,,,gall,,,,,,,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania dolichura,"(Thomson,1871)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,gall.dwarf sallows,,,,,,,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania herbaceae,"(Cameron,1876)",Salix herbacea (Dwarf Willow),,,,,,,,,,,,,,gall,,Nematus  herbaceae,,,"2,9-3",,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania nigricantis,"Kopelke,1986",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pontania pedunculi,"(Hartig,1837)",Salix aurita (Eared Willow),,,,,,,,,,,,,,"gall, underside, hairy",,Nematus bellus?,,,"2,11-4",,,,,,,,,438,,,,58,[59/60],,,,
,Tenthredinidae,Pontania pedunculi,"(Hartig,1837)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,"gall, wide leaved spp.",,Nematus bellus?,,,"2,11-4",,,,,,,,,438,,,,58,[59/60],,,,
,Tenthredinidae,Pontania proxima,"(Serville,1823)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,gall. ridged,,Nematus gallicola,,,"1,3-8",,,,KJG,,,,,440,,,,58,[59/60],,,,
,Tenthredinidae,Pontania pustulator,"Forsius,1923",Salix nigricans (Dark-leaved Willow),,,,,,,,,,,,,,"gall, like vesicator",,Nematus vesicatornec Bremi,,,"2,11-2",,,,,,,,,439,,,,,,,,,
,Tenthredinidae,Pontania pustulator,"Forsius,1923",Salix phylicifolia (Tea-leaved Willow),,,,,,,,,,,,,,"gall, like vesicator",,Nematus vesicatornec Bremi,,,"2,11-2",,,,,,,,,439,,,,,,,,,
Pontania aestiva,Tenthredinidae,Pontania saliciscinereae,"(Retzius,1783)",Salix purpurea (Purple Osier),,,,,,,,,,,,,,"gall, bi/tricuspid",,,galls easier to det. than adults,,,,,,,,,,,438?,,,,,,,,,
,Tenthredinidae,Pontania saliciscinereae,"(Retzius,1783)",Salix triandra (Almond Willow),,,,,,,,,,,,,,"gall, bi/tricuspid",,,galls easier to det. than adults,,,,,,,,,,,438?,,,,,,,,,
,Tenthredinidae,Pontania samolad,"Malaise,1920",Salix lapponum (Downy Willow),,,,,,,,,,,,,,"gall, base of midrib, underside of leaf",,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pontania triandrae,"Benson,1941",Salix triandra (Almond Willow),,,,,,,,,,,,,,"gall, as P.proxima",,,,,,,,,,,,,,440,,,,,,,,,
,Tenthredinidae,Pontania vesicator,"(Bremi-Wolf,1849)",Salix purpurea (Purple Osier),,,,,,,,,,,,,,"gall, large, reddish bean shape",,,galls easier to det. than adults,,,Nematus lugdunensis Voll.,V56a,,,,,,,439,,,,[58],[59/60],,,,
,Tenthredinidae,Pontania viminalis,"(Linnaeus,1758)",Salix purpurea (Purple Osier),,,,,,,,,,,,,,"gall, large red flushed, warty, hairless",,Nematus salicis-cinereae,galls easier to det. than adults,,"2,11-3","Nematus viminalis, Linn.",V073,,,,,,,438,,,,[58],[59/60],,,,
,Tenthredinidae,Pontania viminalis,"(Linnaeus,1758)",Salix viminalis (Common Osier),,,,,,,,,,,,,,"gall, large red flushed, warty, hairless",,Nematus salicis-cinereae,galls easier to det. than adults,,"2,11-3","Nematus viminalis, Linn.",V073,,,,,,,438,,,,[58],[59/60],,,,
,Tenthredinidae,Pristicampus arcticus,"(Lindqvist,1958)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) abietina,"(Christ,1791)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) abietina,"(Christ,1791)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) compressa,"(Hartig,1837)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) decipiens,"(Enslin,1916)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) decipiens,"(Enslin,1916)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) erichsonii,"(Hartig,1837)",Pinacea: Larix spp. (Larch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cfl.cfs.nrcan.gc.ca/imfoc-idwcf/ficheinsecte_e.asp?id=1000035,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) glauca,"Benson,1954",Pinacea: Larix spp. (Larch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) pseudodecipiens,"Beneš&Kristek,1976",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) saxesenii,"(Hartig,1837)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) saxesenii,"(Hartig,1837)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) subarctica,"(Forsslund,1936)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,Forest of Dean only,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) subarctica,"(Forsslund,1936)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,Forest of Dean only,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeonematus) wesmaeli,"(Tischbein,1853)",Pinacea: Larix spp. (Larch),,,,,,,,,,,,,,,,,,,,Nematus solea Voll.,V74a,,,,,,,,,,,58,[59/60],,,,
Pristophora variipes,Tenthredinidae,Pristiphora (Lygaeophora) sermola,"Liston,1993",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) albilabris,"(Boheman,1852)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) borea,"(Konow,1904)",unstated,,,,,,,,,,,,,,,,,summit Schiehallion,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) breadalbanensis,"(Cameron,1882)",unstated,,,,,,,,,,,,,,,,,frequent high moors & mountains Britain,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) carinata,"(Hartig,1837)","Vaccinium spp. (Bilberry, Cowberry)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,
,Tenthredinidae,Pristiphora (Lygaeotus) coactula,"(Ruthe,1859)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) groenblomi,"(Lindqvist,1952)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) lativentris,"(Thomson,1871)",unstated,,,,,,,,,,,,,,,,,high mountains Scotland,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Lygaeotus) mollis,"(Hartig,1837)",Vaccinium myrtillus (Bilberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,none,,,
